ID,Title,Iteration Path,State,User story owner,QA's Assigned,Developer,Story Size,Story Status,Release date,Development Status,Testing on Demo Status,QA Sign Off,Sunil's Sign Off,Final Demo 1 on Demo env,Deployment on Dev,Dev Env.,Deployment on QA ,Final Demo 2 on QA Env.,QA Env.,Live,Overall Status,Comment
31815,WEB | Customer Issue - Claudia Hutchings <Linaker> | Use case 12 | Some Employees Can't Delete Their Vehicle and Add the New One.,Solo Expenses\2026\Iteration 2026 06-June,Active,Chhavi,"Nancy, Satyarth, Vineeta",Nitesh Bagdi,Very small,Incomplete,2026 August,,,,,,,,,,,,,
36799,WEB | Your Organisation | Multiple Companies | Accounting code to company | User is getting an Alert message even after accounting codes are assigned to all Active expense categories (September),Solo Expenses\2026\Iteration 2026 08-August,Active,Chhavi,,Archana Pandey ,Very small,Incomplete,2026 September,,,,,,,,,,,,,
41105,"WEB | Integrations - For wizards, overlay background colour - Panels with overlapped panel's view",Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Gagandeep Kaur ,Small,Not Required,2026 August,,,,,,,,,,,,,
40921,WEB | Expense Categories | Import Template — Accounting/Cost Codes do not update correctly after a successful import,Solo Expenses\2026\Iteration 2026 07-July,Request Estimate,Geetika,,Archana Pandey ,Very small,Incomplete,2026 August,,,,,,,,,,,,,
41107,WEB | Integrations - Tooltip text for error records text display should be left aligned - to be consistent with the app,Solo Expenses\2026\Iteration 2026 07-July,New,Geetika,,Gagandeep Kaur ,Small,Not Required,2026 August,,,,,,,,,,,,,
33712,Mobile | Customer Issue - Mate Racz (marton.racz@city.ac.uk) | Customer can only use a comma in the exchange rate field.,Solo Expenses\2026\Iteration 2026 09-September,Clarification,Geetika,,Dolly Munjal ,Small,Incomplete,2026 October,,,,,,,,,,,,,
31540,Web | Import Employees | Trial Pack | Import fails if the sheet contains 100 employees including existing ones for trial users,Solo Expenses\2027\Iteration 2027 03-March,Clarification,Chhavi,,Dhananjai Kalra,Very small,Incomplete,2027 April,,,,,,,,,,,,,
33331,"WEB | MFA | Use Case 3, 5 & 6 | What is MFA?",Solo Expenses\2026\Iteration 2026 08-August,New,Chhavi,,Pranjal Jindal,Very small,Incomplete,2026 September,,,,,,,,,,,,,
36270,WEB | Scan | Use Case 5 | Emailed Receipt email changes (Confirmation/Success/Failure),Solo Expenses\2026\Iteration 2026 08-August,New,Chhavi,,Dhananjai Kalra,Very small,Incomplete,2026 September,,,,,,,,,,,,,
37386,"WEB | Export - Roll back expenses: Add a Filter like 3, 6, 9, 12, 24, 36, ALL months",Solo Expenses\2026\Iteration 2026 08-August,New,Geetika,,Pranjal Jindal,Very small,Incomplete,2026 October,,,,,,,,,,,,,
38188,"WEB | Duplicate Checker | UI Enhancement: Update visual state of ""Receipt Number Capture"" toggle to reflect ""Read-Only"" status",Solo Expenses\2026\Iteration 2026 08-August,New,Geetika,,Nitesh Bagdi,Very small,Incomplete,2026 September,,,,,,,,,,,,,
38451,"WEB & Mobile | Use Case 7 | Mileage | Web & Mobile: Internal Feedback- If no Vehicle type is setup, send notification to FM",Solo Expenses\2026\Iteration 2026 09-September,New,Chhavi,,Dhananjai Kalra,Small,Complete,2026 October,,,"Complete
11th June 2026",,,,,,,,,,
31314,WEB | Use Case 4 | Notification | Vehicle approval| Finance Manager is directed to mileage rates page instead of the concerned step (step 4.2) when user clicks on the view settings button from notifications,Solo Expenses\2026\Iteration 2026 09-September,New,Chhavi,,Nitesh Bagdi,Very small,Complete,2026 October,,,,,,,,,,,,,
41806,Enhancement 41806: WEB | Foreign Exchange Grid | Lazy loading to be implemented,Solo Expenses\2026\Iteration 2026 06-June,Active,Chhavi,"Mayank,Nitin, Vineeta",Shivi Prajapati ,Very small,Incomplete,2026 August,"Inprogress
Dev complete: 
By tomorrow shivi will provide the date (25th June)",,,,,,,,,,,,"We will fix the feedbacks related to UI and lazy loading with this enhancement. 

Create separate enhancement for panel redesign for August release - Shivi will work on it after the lazy loading.

Not valid as change in release date from July to August: Discussed with Sunita and the team on the status call, This item will be available in the second deployment"
